event_id,product_id,event_type,event_date,notes
1,1,rental_start,2024-01-30,rental_id=1
2,1,rental_start,2024-03-05,rental_id=2
3,1,rental_start,2024-05-09,rental_id=3
4,1,rental_start,2024-06-29,rental_id=4
5,1,rental_start,2024-08-08,rental_id=5
6,1,rental_start,2024-09-08,rental_id=6
7,3,rental_start,2022-09-01,rental_id=7
8,3,rental_start,2022-12-02,rental_id=8
9,4,rental_start,2023-03-13,rental_id=9
10,4,rental_start,2023-06-05,rental_id=10
11,4,rental_start,2023-06-29,rental_id=11
12,4,rental_start,2023-10-01,rental_id=12
13,5,rental_start,2024-10-23,rental_id=13
14,5,rental_start,2024-12-13,rental_id=14
15,6,rental_start,2024-06-09,rental_id=15
16,6,rental_start,2024-07-21,rental_id=16
17,6,rental_start,2024-10-19,rental_id=17
18,6,rental_start,2024-12-03,rental_id=18
19,8,rental_start,2023-12-27,rental_id=19
20,8,rental_start,2024-01-30,rental_id=20
21,8,rental_start,2024-05-13,rental_id=21
22,10,rental_start,2023-01-28,rental_id=22
23,10,rental_start,2023-03-22,rental_id=23
24,10,rental_start,2023-05-10,rental_id=24
25,10,rental_start,2023-06-29,rental_id=25
26,10,rental_start,2023-08-18,rental_id=26
27,12,rental_start,2024-01-17,rental_id=27
28,12,rental_start,2024-02-15,rental_id=28
29,12,rental_start,2024-04-20,rental_id=29
30,12,rental_start,2024-05-24,rental_id=30
31,12,rental_start,2024-07-29,rental_id=31
32,13,rental_start,2023-04-25,rental_id=32
33,13,rental_start,2023-07-31,rental_id=33
34,13,rental_start,2023-09-06,rental_id=34
35,13,rental_start,2023-10-12,rental_id=35
36,14,rental_start,2024-09-06,rental_id=36
37,14,rental_start,2024-10-23,rental_id=37
38,16,rental_start,2024-04-19,rental_id=38
39,16,rental_start,2024-06-10,rental_id=39
40,16,rental_start,2024-08-20,rental_id=40
41,16,rental_start,2024-09-28,rental_id=41
42,17,rental_start,2024-07-06,rental_id=42
43,17,rental_start,2024-10-08,rental_id=43
44,19,rental_start,2023-04-20,rental_id=44
45,19,rental_start,2023-07-18,rental_id=45
46,19,rental_start,2023-10-21,rental_id=46
47,19,rental_start,2023-11-16,rental_id=47
48,19,rental_start,2023-12-22,rental_id=48
49,20,rental_start,2024-04-05,rental_id=49
50,20,rental_start,2024-05-11,rental_id=50
51,20,rental_start,2024-06-11,rental_id=51
52,22,rental_start,2024-02-23,rental_id=52
53,22,rental_start,2024-04-14,rental_id=53
54,22,rental_start,2024-05-18,rental_id=54
55,22,rental_start,2024-08-21,rental_id=55
56,22,rental_start,2024-10-18,rental_id=56
57,23,rental_start,2022-02-06,rental_id=57
58,23,rental_start,2022-03-26,rental_id=58
59,23,rental_start,2022-05-14,rental_id=59
60,23,rental_start,2022-07-01,rental_id=60
61,24,rental_start,2022-07-25,rental_id=61
62,24,rental_start,2022-09-10,rental_id=62
63,24,rental_start,2022-10-30,rental_id=63
64,24,rental_start,2022-12-22,rental_id=64
65,26,rental_start,2024-03-31,rental_id=65
66,26,rental_start,2024-05-17,rental_id=66
67,26,rental_start,2024-06-24,rental_id=67
68,26,rental_start,2024-07-22,rental_id=68
69,26,rental_start,2024-08-17,rental_id=69
70,27,rental_start,2024-10-23,rental_id=70
71,31,rental_start,2024-04-05,rental_id=71
72,31,rental_start,2024-05-29,rental_id=72
73,31,rental_start,2024-07-06,rental_id=73
74,31,rental_start,2024-08-11,rental_id=74
75,32,rental_start,2022-11-06,rental_id=75
76,32,rental_start,2023-02-11,rental_id=76
77,32,rental_start,2023-04-05,rental_id=77
78,32,rental_start,2023-05-01,rental_id=78
79,32,rental_start,2023-06-01,rental_id=79
80,32,rental_start,2023-08-07,rental_id=80
81,35,rental_start,2024-05-01,rental_id=81
82,35,rental_start,2024-06-22,rental_id=82
83,35,rental_start,2024-09-27,rental_id=83
84,35,rental_start,2024-12-16,rental_id=84
85,36,rental_start,2024-04-04,rental_id=85
86,36,rental_start,2024-05-06,rental_id=86
87,36,rental_start,2024-06-23,rental_id=87
88,37,rental_start,2024-11-20,rental_id=88
89,40,rental_start,2021-06-22,rental_id=89
90,40,rental_start,2021-08-08,rental_id=90
91,40,rental_start,2021-10-07,rental_id=91
92,40,rental_start,2021-12-13,rental_id=92
93,41,rental_start,2024-02-06,rental_id=93
94,41,rental_start,2024-03-30,rental_id=94
95,41,rental_start,2024-05-14,rental_id=95
96,41,rental_start,2024-07-01,rental_id=96
97,42,rental_start,2022-03-06,rental_id=97
98,42,rental_start,2022-05-11,rental_id=98
99,42,rental_start,2022-06-12,rental_id=99
100,42,rental_start,2022-07-15,rental_id=100
101,44,rental_start,2023-06-19,rental_id=101
102,44,rental_start,2023-08-12,rental_id=102
103,44,rental_start,2023-09-29,rental_id=103
104,45,rental_start,2022-12-21,rental_id=104
105,45,rental_start,2023-02-05,rental_id=105
106,45,rental_start,2023-03-28,rental_id=106
107,45,rental_start,2023-05-26,rental_id=107
108,45,rental_start,2023-07-24,rental_id=108
109,45,rental_start,2023-10-20,rental_id=109
110,46,rental_start,2024-12-27,rental_id=110
111,47,rental_start,2023-01-29,rental_id=111
112,47,rental_start,2023-02-26,rental_id=112
113,47,rental_start,2023-04-05,rental_id=113
114,47,rental_start,2023-07-04,rental_id=114
115,47,rental_start,2023-08-26,rental_id=115
116,47,rental_start,2023-10-10,rental_id=116
117,48,rental_start,2024-04-24,rental_id=117
118,48,rental_start,2024-05-27,rental_id=118
119,48,rental_start,2024-07-13,rental_id=119
120,49,rental_start,2022-05-02,rental_id=120
121,49,rental_start,2022-07-08,rental_id=121
122,49,rental_start,2022-09-14,rental_id=122
123,49,rental_start,2022-11-12,rental_id=123
124,49,rental_start,2022-12-21,rental_id=124
125,51,rental_start,2021-06-04,rental_id=125
126,51,rental_start,2021-07-12,rental_id=126
127,51,rental_start,2021-08-11,rental_id=127
128,51,rental_start,2021-10-21,rental_id=128
129,51,rental_start,2021-12-09,rental_id=129
130,52,rental_start,2024-09-30,rental_id=130
131,52,rental_start,2024-11-24,rental_id=131
132,53,rental_start,2024-05-22,rental_id=132
133,53,rental_start,2024-06-25,rental_id=133
134,53,rental_start,2024-08-03,rental_id=134
135,53,rental_start,2024-09-29,rental_id=135
136,53,rental_start,2024-12-29,rental_id=136
137,54,rental_start,2023-05-28,rental_id=137
138,54,rental_start,2023-09-06,rental_id=138
139,54,rental_start,2023-10-07,rental_id=139
140,54,rental_start,2023-12-07,rental_id=140
141,55,rental_start,2023-04-25,rental_id=141
142,55,rental_start,2023-07-28,rental_id=142
143,55,rental_start,2023-09-11,rental_id=143
144,55,rental_start,2023-10-30,rental_id=144
145,55,rental_start,2023-12-04,rental_id=145
146,56,rental_start,2024-02-28,rental_id=146
147,56,rental_start,2024-05-31,rental_id=147
148,56,rental_start,2024-07-23,rental_id=148
149,56,rental_start,2024-10-21,rental_id=149
150,57,rental_start,2024-12-05,rental_id=150
151,58,rental_start,2024-08-04,rental_id=151
152,58,rental_start,2024-09-22,rental_id=152
153,58,rental_start,2024-11-03,rental_id=153
154,58,rental_start,2024-12-25,rental_id=154
155,59,rental_start,2024-11-09,rental_id=155
156,59,rental_start,2024-12-24,rental_id=156
157,60,rental_start,2024-08-23,rental_id=157
158,60,rental_start,2024-10-09,rental_id=158
159,60,rental_start,2024-11-30,rental_id=159
160,61,rental_start,2023-07-02,rental_id=160
161,61,rental_start,2023-10-01,rental_id=161
162,61,rental_start,2023-12-29,rental_id=162
163,63,rental_start,2024-12-05,rental_id=163
164,64,rental_start,2024-06-13,rental_id=164
165,64,rental_start,2024-07-20,rental_id=165
166,64,rental_start,2024-09-01,rental_id=166
167,65,rental_start,2024-07-18,rental_id=167
168,65,rental_start,2024-09-01,rental_id=168
169,65,rental_start,2024-10-02,rental_id=169
170,65,rental_start,2024-11-17,rental_id=170
171,70,rental_start,2024-07-19,rental_id=171
172,70,rental_start,2024-10-24,rental_id=172
173,70,rental_start,2024-11-30,rental_id=173
174,72,rental_start,2023-10-04,rental_id=174
175,72,rental_start,2023-12-09,rental_id=175
176,72,rental_start,2024-01-28,rental_id=176
177,72,rental_start,2024-03-27,rental_id=177
178,72,rental_start,2024-06-27,rental_id=178
179,73,rental_start,2024-10-23,rental_id=179
180,73,rental_start,2024-12-22,rental_id=180
181,74,rental_start,2024-04-05,rental_id=181
182,74,rental_start,2024-05-07,rental_id=182
183,74,rental_start,2024-06-04,rental_id=183
184,75,rental_start,2024-07-06,rental_id=184
185,75,rental_start,2024-09-16,rental_id=185
186,75,rental_start,2024-11-02,rental_id=186
187,76,rental_start,2024-02-09,rental_id=187
188,76,rental_start,2024-05-15,rental_id=188
189,76,rental_start,2024-06-16,rental_id=189
190,78,rental_start,2024-07-29,rental_id=190
191,78,rental_start,2024-11-08,rental_id=191
192,79,rental_start,2024-03-06,rental_id=192
193,79,rental_start,2024-05-08,rental_id=193
194,79,rental_start,2024-06-25,rental_id=194
195,79,rental_start,2024-07-29,rental_id=195
196,80,rental_start,2024-03-14,rental_id=196
197,80,rental_start,2024-06-17,rental_id=197
198,80,rental_start,2024-08-21,rental_id=198
199,80,rental_start,2024-11-02,rental_id=199
200,81,rental_start,2024-02-06,rental_id=200
201,81,rental_start,2024-04-14,rental_id=201
202,81,rental_start,2024-07-17,rental_id=202
203,81,rental_start,2024-09-04,rental_id=203
204,81,rental_start,2024-11-08,rental_id=204
205,84,rental_start,2022-04-13,rental_id=205
206,85,rental_start,2023-02-28,rental_id=206
207,85,rental_start,2023-04-15,rental_id=207
208,85,rental_start,2023-05-21,rental_id=208
209,85,rental_start,2023-07-12,rental_id=209
210,86,rental_start,2022-09-06,rental_id=210
211,86,rental_start,2022-11-11,rental_id=211
212,86,rental_start,2023-02-12,rental_id=212
213,86,rental_start,2023-05-11,rental_id=213
214,88,rental_start,2023-12-14,rental_id=214
215,88,rental_start,2024-03-22,rental_id=215
216,88,rental_start,2024-05-24,rental_id=216
217,88,rental_start,2024-06-27,rental_id=217
218,89,rental_start,2024-02-04,rental_id=218
219,89,rental_start,2024-03-25,rental_id=219
220,89,rental_start,2024-04-29,rental_id=220
221,89,rental_start,2024-06-18,rental_id=221
222,90,rental_start,2023-04-14,rental_id=222
223,90,rental_start,2023-06-05,rental_id=223
224,90,rental_start,2023-08-09,rental_id=224
225,91,rental_start,2024-09-28,rental_id=225
226,91,rental_start,2024-11-19,rental_id=226
227,94,rental_start,2023-07-24,rental_id=227
228,94,rental_start,2023-09-28,rental_id=228
229,94,rental_start,2023-11-14,rental_id=229
230,95,rental_start,2024-05-09,rental_id=230
231,95,rental_start,2024-08-07,rental_id=231
232,95,rental_start,2024-10-07,rental_id=232
233,95,rental_start,2024-11-21,rental_id=233
234,97,rental_start,2023-07-28,rental_id=234
235,97,rental_start,2023-10-27,rental_id=235
236,97,rental_start,2023-12-23,rental_id=236
237,97,rental_start,2024-01-30,rental_id=237
238,97,rental_start,2024-05-04,rental_id=238
239,98,rental_start,2023-12-31,rental_id=239
240,98,rental_start,2024-02-06,rental_id=240
241,98,rental_start,2024-04-08,rental_id=241
242,98,rental_start,2024-06-11,rental_id=242
243,99,rental_start,2023-03-05,rental_id=243
244,100,rental_start,2024-08-29,rental_id=244
245,100,rental_start,2024-10-18,rental_id=245
246,100,rental_start,2024-11-22,rental_id=246
247,101,rental_start,2024-05-30,rental_id=247
248,101,rental_start,2024-07-02,rental_id=248
